Profile,Target distance [m],Target height [m],Optimal holdover,Optimal launch angle [Â°],best_x_hit [m],best_y_hit [m],Flight time [s],Final speed [m/s],Impact angle [Â°]
default,10.00,-10.00,0.205,-44.408,10.05,-10.04,0.20,71.27,-45.54
default,10.00,-9.00,0.221,-41.280,10.05,-9.00,0.19,71.14,-42.41
default,10.00,-8.00,0.198,-37.961,10.04,-8.00,0.18,71.01,-39.09
default,10.00,-7.00,0.168,-34.342,10.06,-7.02,0.17,70.88,-35.48
default,10.00,-6.00,0.156,-30.304,10.03,-6.00,0.17,70.75,-31.44
default,10.00,-5.00,0.129,-25.973,10.01,-5.00,0.16,70.62,-27.11
default,10.00,-4.00,0.140,-21.107,10.06,-4.00,0.15,70.49,-22.25
default,10.00,-3.00,0.117,-16.084,10.02,-3.00,0.15,70.36,-17.23
default,10.00,-2.00,0.114,-10.681,10.05,-2.00,0.15,70.22,-11.83
default,10.00,-1.00,0.106,-5.107,10.04,-1.00,0.14,70.08,-6.26
default,10.00,0.00,0.101,0.578,10.01,-0.00,0.14,69.94,-0.57
default,10.00,1.00,0.100,6.276,10.02,1.00,0.14,69.80,5.12
default,10.00,2.00,0.104,11.883,10.00,2.00,0.15,69.66,10.73
default,10.00,3.00,0.101,17.230,10.03,3.00,0.15,69.52,16.07
default,10.00,4.00,0.102,22.302,10.04,4.00,0.16,69.37,21.14
default,10.00,5.00,0.108,27.059,10.04,5.00,0.16,69.22,25.90
default,10.00,6.00,0.119,31.464,10.03,6.00,0.17,69.07,30.30
default,10.00,7.00,0.130,35.487,10.03,7.00,0.18,68.92,34.32
default,10.00,8.00,0.129,39.107,10.05,8.00,0.19,68.77,37.94
default,10.00,9.00,0.184,42.565,10.00,9.00,0.19,68.62,41.40
default,10.00,10.00,-0.000,45.000,10.05,9.84,0.20,68.49,43.82
default,12.00,-10.00,0.244,-39.111,12.05,-10.04,0.22,71.25,-40.47
default,12.00,-9.00,0.259,-36.070,12.05,-9.00,0.21,71.11,-37.43
default,12.00,-8.00,0.237,-32.899,12.05,-8.00,0.21,70.98,-34.26
default,12.00,-7.00,0.208,-29.509,12.00,-6.98,0.20,70.85,-30.87
default,12.00,-6.00,0.197,-25.807,12.04,-6.00,0.19,70.72,-27.17
default,12.00,-5.00,0.175,-21.906,12.01,-5.00,0.19,70.59,-23.27
default,12.00,-4.00,0.160,-17.745,12.00,-4.00,0.18,70.46,-19.11
default,12.00,-3.00,0.168,-13.277,12.06,-3.00,0.18,70.32,-14.65
default,12.00,-2.00,0.155,-8.739,12.04,-2.00,0.17,70.19,-10.11
default,12.00,-1.00,0.147,-4.068,12.01,-1.00,0.17,70.05,-5.44
default,12.00,0.00,0.145,0.694,12.04,0.00,0.17,69.91,-0.69
default,12.00,1.00,0.142,5.437,12.06,1.00,0.17,69.77,4.05
default,12.00,2.00,0.140,10.112,12.06,2.00,0.18,69.63,8.72
default,12.00,3.00,0.142,14.672,12.05,3.00,0.18,69.49,13.28
default,12.00,4.00,0.149,19.073,12.04,4.00,0.18,69.34,17.68
default,12.00,5.00,0.162,23.274,12.02,5.00,0.19,69.19,21.88
default,12.00,6.00,0.178,27.240,12.01,6.00,0.19,69.05,25.85
default,12.00,7.00,0.193,30.939,12.01,7.00,0.20,68.90,29.54
default,12.00,8.00,0.200,34.345,12.02,8.00,0.21,68.75,32.94
default,12.00,9.00,0.193,37.455,12.00,8.96,0.22,68.60,36.05
default,12.00,10.00,0.215,40.406,12.04,10.00,0.23,68.44,38.99
default,14.00,-10.00,0.323,-34.653,14.04,-10.00,0.24,71.22,-36.23
default,14.00,-9.00,0.286,-31.899,14.02,-9.00,0.24,71.09,-33.48
default,14.00,-8.00,0.275,-28.891,14.03,-8.00,0.23,70.96,-30.48
default,14.00,-7.00,0.266,-25.688,14.06,-7.01,0.22,70.83,-27.28
default,14.00,-6.00,0.251,-22.324,14.05,-6.00,0.22,70.70,-23.92
default,14.00,-5.00,0.237,-18.789,14.05,-5.00,0.21,70.56,-20.39
default,14.00,-4.00,0.228,-15.079,14.06,-4.00,0.21,70.43,-16.68
default,14.00,-3.00,0.205,-11.289,14.00,-3.00,0.20,70.29,-12.89
default,14.00,-2.00,0.204,-7.311,14.02,-2.00,0.20,70.16,-8.91
default,14.00,-1.00,0.202,-3.264,14.05,-1.00,0.20,70.02,-4.87
default,14.00,0.00,0.198,0.810,14.07,-0.00,0.20,69.88,-0.80
default,14.00,1.00,0.197,4.889,14.02,1.00,0.20,69.74,3.28
default,14.00,2.00,0.197,8.919,14.04,2.00,0.20,69.60,7.30
default,14.00,3.00,0.196,12.860,14.06,3.00,0.21,69.45,11.24
default,14.00,4.00,0.213,16.748,14.01,4.00,0.21,69.31,15.13
default,14.00,5.00,0.212,20.420,14.04,5.00,0.21,69.16,18.79
default,14.00,6.00,0.236,24.010,14.06,6.03,0.22,69.01,22.38
default,14.00,7.00,0.223,27.291,14.05,7.00,0.23,68.87,25.65
default,14.00,8.00,0.236,30.468,14.05,8.00,0.23,68.72,28.83
default,14.00,9.00,0.274,33.521,14.06,9.03,0.24,68.56,31.88
default,14.00,10.00,0.271,36.264,14.05,10.00,0.25,68.42,34.62
default,16.00,-10.00,0.364,-31.059,16.06,-10.03,0.27,71.19,-32.87
default,16.00,-9.00,0.349,-28.400,16.06,-9.02,0.26,71.06,-30.21
default,16.00,-8.00,0.329,-25.616,16.02,-8.00,0.25,70.93,-27.43
default,16.00,-7.00,0.305,-22.706,16.01,-7.00,0.25,70.80,-24.52
default,16.00,-6.00,0.296,-19.622,16.01,-6.00,0.24,70.67,-21.44
default,16.00,-5.00,0.294,-16.391,16.04,-5.00,0.24,70.53,-18.21
default,16.00,-4.00,0.275,-13.105,16.02,-4.00,0.24,70.40,-14.93
default,16.00,-3.00,0.265,-9.700,16.00,-3.00,0.23,70.26,-11.53
default,16.00,-2.00,0.260,-6.205,16.00,-2.00,0.23,70.13,-8.03
default,16.00,-1.00,0.258,-2.654,16.01,-1.00,0.23,69.99,-4.49
default,16.00,0.00,0.258,0.923,16.02,-0.00,0.23,69.85,-0.92
default,16.00,1.00,0.257,4.491,16.04,1.00,0.23,69.71,2.65
default,16.00,2.00,0.262,8.046,16.01,2.00,0.23,69.57,6.20
default,16.00,3.00,0.260,11.518,16.04,3.00,0.23,69.42,9.66
default,16.00,4.00,0.270,14.944,16.02,4.00,0.24,69.28,13.09
default,16.00,5.00,0.281,18.268,16.01,5.00,0.24,69.13,16.41
default,16.00,6.00,0.290,21.462,16.02,6.00,0.25,68.99,19.60
default,16.00,7.00,0.293,24.503,16.04,7.00,0.25,68.84,22.63
default,16.00,8.00,0.320,27.474,16.01,8.00,0.26,68.69,25.60
default,16.00,9.00,0.339,30.272,16.01,9.00,0.27,68.54,28.40
default,16.00,10.00,0.341,32.876,16.04,10.00,0.27,68.39,31.00
default,18.00,-10.00,0.438,-27.979,18.04,-10.00,0.29,71.16,-30.01
default,18.00,-9.00,0.431,-25.456,18.06,-9.00,0.29,71.03,-27.50
default,18.00,-8.00,0.404,-22.880,18.04,-8.00,0.28,70.90,-24.92
default,18.00,-7.00,0.393,-20.156,18.06,-7.00,0.28,70.77,-22.20
default,18.00,-6.00,0.366,-17.380,18.02,-6.00,0.27,70.64,-19.43
default,18.00,-5.00,0.352,-14.478,18.02,-5.00,0.27,70.50,-16.53
default,18.00,-4.00,0.346,-11.474,18.03,-4.00,0.26,70.37,-13.53
default,18.00,-3.00,0.344,-8.393,18.06,-3.00,0.26,70.23,-10.46
default,18.00,-2.00,0.334,-5.289,18.04,-2.00,0.26,70.09,-7.35
default,18.00,-1.00,0.329,-2.136,18.04,-1.00,0.26,69.96,-4.20
default,18.00,0.00,0.326,1.039,18.05,0.00,0.26,69.82,-1.03
default,18.00,1.00,0.327,4.217,18.00,1.00,0.26,69.68,2.15
default,18.00,2.00,0.327,7.367,18.04,2.00,0.26,69.53,5.29
default,18.00,3.00,0.333,10.492,18.02,3.00,0.26,69.39,8.41
default,18.00,4.00,0.340,13.556,18.02,4.00,0.27,69.25,11.47
default,18.00,5.00,0.344,16.536,18.04,5.00,0.27,69.10,14.44
default,18.00,6.00,0.365,19.474,18.00,6.00,0.27,68.96,17.38
default,18.00,7.00,0.358,22.234,18.06,7.00,0.28,68.81,20.13
default,18.00,8.00,0.395,25.004,18.00,8.00,0.28,68.66,22.90
default,18.00,9.00,0.393,27.557,18.04,9.00,0.29,68.51,25.45
default,18.00,10.00,0.413,30.049,18.04,10.00,0.30,68.36,27.93
default,20.00,-10.00,0.505,-25.395,20.02,-10.00,0.32,71.13,-27.65
default,20.00,-9.00,0.478,-23.078,20.01,-9.00,0.31,71.00,-25.34
default,20.00,-8.00,0.470,-20.631,20.03,-8.00,0.31,70.87,-22.90
default,20.00,-7.00,0.446,-18.143,20.00,-7.00,0.30,70.74,-20.41
default,20.00,-6.00,0.437,-15.545,20.01,-6.00,0.30,70.61,-17.82
default,20.00,-5.00,0.435,-12.856,20.05,-5.00,0.29,70.47,-15.14
default,20.00,-4.00,0.422,-10.142,20.03,-4.00,0.29,70.34,-12.43
default,20.00,-3.00,0.416,-7.360,20.05,-3.00,0.29,70.20,-9.65
default,20.00,-2.00,0.406,-4.558,20.01,-2.00,0.29,70.06,-6.85
default,20.00,-1.00,0.407,-1.699,20.06,-1.00,0.29,69.92,-4.00
default,20.00,0.00,0.403,1.156,20.07,0.00,0.29,69.78,-1.15
default,20.00,1.00,0.403,4.013,20.02,1.00,0.29,69.65,1.71
default,20.00,2.00,0.402,6.849,20.07,2.00,0.29,69.50,4.53
default,20.00,3.00,0.405,9.663,20.06,3.00,0.29,69.36,7.34
default,20.00,4.00,0.420,12.461,20.01,4.00,0.29,69.22,10.14
default,20.00,5.00,0.420,15.164,20.05,5.00,0.30,69.07,12.84
default,20.00,6.00,0.432,17.829,20.04,6.00,0.30,68.93,15.50
default,20.00,7.00,0.439,20.402,20.06,7.00,0.31,68.78,18.06
default,20.00,8.00,0.463,22.935,20.03,8.00,0.31,68.63,20.59
default,20.00,9.00,0.479,25.358,20.03,9.00,0.32,68.48,23.01
default,20.00,10.00,0.494,27.685,20.00,9.98,0.32,68.34,25.34
default,22.00,-10.00,0.599,-23.137,22.05,-10.00,0.34,71.10,-25.62
default,22.00,-9.00,0.566,-20.975,22.07,-9.02,0.34,70.98,-23.47
default,22.00,-8.00,0.564,-18.676,22.06,-8.00,0.33,70.84,-21.17
default,22.00,-7.00,0.529,-16.391,22.00,-7.00,0.33,70.71,-18.89
default,22.00,-6.00,0.532,-13.957,22.05,-6.00,0.33,70.58,-16.46
default,22.00,-5.00,0.522,-11.505,22.06,-5.00,0.32,70.44,-14.02
default,22.00,-4.00,0.505,-9.028,22.03,-4.00,0.32,70.31,-11.54
default,22.00,-3.00,0.496,-6.492,22.02,-3.00,0.32,70.17,-9.01
default,22.00,-2.00,0.494,-3.917,22.05,-2.00,0.32,70.03,-6.44
default,22.00,-1.00,0.488,-1.333,22.02,-1.00,0.32,69.89,-3.86
default,22.00,0.00,0.487,1.268,22.02,0.00,0.32,69.75,-1.26
default,22.00,1.00,0.487,3.868,22.05,1.00,0.32,69.61,1.33
default,22.00,2.00,0.491,6.459,22.03,2.00,0.32,69.47,3.92
default,22.00,3.00,0.495,9.027,22.03,3.00,0.32,69.33,6.48
default,22.00,4.00,0.497,11.553,22.06,4.00,0.32,69.19,9.00
default,22.00,5.00,0.508,14.055,22.04,5.00,0.33,69.04,11.49
default,22.00,6.00,0.515,16.495,22.06,6.00,0.33,68.90,13.93
default,22.00,7.00,0.535,18.907,22.03,7.00,0.33,68.75,16.34
default,22.00,8.00,0.551,21.240,22.03,8.00,0.34,68.60,18.66
default,22.00,9.00,0.555,23.477,22.06,9.00,0.34,68.45,20.89
default,22.00,10.00,0.576,25.675,22.05,10.00,0.35,68.31,23.09
default,24.00,-10.00,0.686,-21.211,24.04,-10.00,0.37,71.08,-23.92
default,24.00,-9.00,0.662,-19.157,24.03,-9.00,0.36,70.94,-21.87
default,24.00,-8.00,0.656,-17.015,24.06,-8.00,0.36,70.81,-19.74
default,24.00,-7.00,0.637,-14.849,24.05,-7.00,0.36,70.68,-17.58
default,24.00,-6.00,0.610,-12.657,24.01,-6.00,0.35,70.55,-15.39
default,24.00,-5.00,0.610,-10.365,24.07,-5.00,0.35,70.41,-13.11
default,24.00,-4.00,0.594,-8.078,24.02,-4.00,0.35,70.27,-10.82
default,24.00,-3.00,0.595,-5.723,24.07,-3.00,0.35,70.14,-8.48
default,24.00,-2.00,0.582,-3.382,24.01,-2.00,0.34,70.00,-6.13
default,24.00,-1.00,0.582,-0.998,24.05,-1.00,0.34,69.86,-3.76
default,24.00,0.00,0.580,1.384,24.04,0.00,0.34,69.72,-1.38
default,24.00,1.00,0.580,3.767,24.07,1.00,0.35,69.58,0.99
default,24.00,2.00,0.582,6.141,24.05,2.00,0.35,69.44,3.36
default,24.00,3.00,0.585,8.497,24.06,3.00,0.35,69.30,5.71
default,24.00,4.00,0.595,10.840,24.03,4.00,0.35,69.15,8.05
default,24.00,5.00,0.605,13.144,24.03,5.00,0.35,69.01,10.35
default,24.00,6.00,0.609,15.396,24.06,6.00,0.36,68.87,12.59
default,24.00,7.00,0.624,17.622,24.05,7.00,0.36,68.72,14.82
default,24.00,8.00,0.653,19.827,24.00,8.00,0.37,68.57,17.02
default,24.00,9.00,0.652,21.908,24.06,9.00,0.37,68.42,19.09
default,24.00,10.00,0.691,24.011,24.01,10.00,0.38,68.28,21.19
default,26.00,-10.00,0.770,-19.544,26.01,-10.00,0.40,71.05,-22.48
default,26.00,-9.00,0.766,-17.573,26.05,-9.00,0.39,70.91,-20.52
default,26.00,-8.00,0.750,-15.582,26.05,-8.00,0.39,70.78,-18.53
default,26.00,-7.00,0.725,-13.569,26.02,-7.00,0.38,70.65,-16.52
default,26.00,-6.00,0.714,-11.492,26.03,-6.00,0.38,70.51,-14.45
default,26.00,-5.00,0.712,-9.364,26.07,-5.00,0.38,70.38,-12.34
default,26.00,-4.00,0.690,-7.255,26.00,-4.00,0.38,70.24,-10.22
default,26.00,-3.00,0.690,-5.077,26.04,-3.00,0.37,70.11,-8.06
default,26.00,-2.00,0.685,-2.896,26.04,-2.00,0.37,69.97,-5.88
default,26.00,-1.00,0.684,-0.697,26.07,-1.00,0.37,69.83,-3.69
default,26.00,0.00,0.681,1.501,26.06,-0.00,0.37,69.69,-1.50
default,26.00,1.00,0.682,3.701,26.02,1.00,0.37,69.55,0.70
default,26.00,2.00,0.686,5.899,26.00,2.00,0.37,69.41,2.89
default,26.00,3.00,0.691,8.080,26.02,3.00,0.38,69.27,5.07
default,26.00,4.00,0.693,10.231,26.07,4.00,0.38,69.12,7.21
default,26.00,5.00,0.710,12.387,26.01,5.00,0.38,68.98,9.36
default,26.00,6.00,0.714,14.479,26.05,6.00,0.39,68.83,11.44
default,26.00,7.00,0.725,16.547,26.06,7.00,0.39,68.69,13.50
default,26.00,8.00,0.747,18.595,26.03,8.00,0.39,68.54,15.55
default,26.00,9.00,0.763,20.581,26.04,9.00,0.40,68.40,17.53
default,26.00,10.00,0.793,22.544,26.01,10.00,0.40,68.25,19.49
default,28.00,-10.00,0.885,-18.031,28.04,-10.00,0.42,71.02,-21.20
default,28.00,-9.00,0.871,-16.189,28.05,-9.00,0.42,70.88,-19.36
default,28.00,-8.00,0.848,-14.329,28.03,-8.00,0.41,70.75,-17.51
default,28.00,-7.00,0.839,-12.409,28.05,-7.00,0.41,70.62,-15.60
default,28.00,-6.00,0.823,-10.475,28.03,-6.00,0.41,70.48,-13.67
default,28.00,-5.00,0.818,-8.496,28.06,-5.00,0.41,70.35,-11.70
default,28.00,-4.00,0.806,-6.507,28.05,-4.00,0.40,70.21,-9.71
default,28.00,-3.00,0.793,-4.506,28.00,-3.00,0.40,70.08,-7.71
default,28.00,-2.00,0.796,-2.463,28.07,-2.00,0.40,69.94,-5.68
default,28.00,-1.00,0.789,-0.431,28.02,-1.00,0.40,69.80,-3.65
default,28.00,0.00,0.789,1.614,28.01,0.00,0.40,69.66,-1.61
default,28.00,1.00,0.791,3.659,28.03,1.00,0.40,69.52,0.42
default,28.00,2.00,0.795,5.700,28.02,2.00,0.40,69.38,2.46
default,28.00,3.00,0.799,7.726,28.04,3.00,0.41,69.23,4.48
default,28.00,4.00,0.808,9.743,28.03,4.00,0.41,69.09,6.49
default,28.00,5.00,0.814,11.731,28.05,5.00,0.41,68.95,8.47
default,28.00,6.00,0.828,13.704,28.04,6.00,0.41,68.80,10.44
default,28.00,7.00,0.837,15.636,28.06,7.00,0.42,68.66,12.36
default,28.00,8.00,0.855,17.549,28.05,8.00,0.42,68.51,14.27
default,28.00,9.00,0.886,19.447,28.00,9.00,0.43,68.37,16.16
default,28.00,10.00,0.888,21.249,28.00,9.98,0.43,68.22,17.96
default,30.00,-10.00,1.001,-16.697,30.04,-10.00,0.45,70.99,-20.09
default,30.00,-9.00,0.979,-14.968,30.03,-9.00,0.45,70.85,-18.37
default,30.00,-8.00,0.973,-13.183,30.06,-8.00,0.44,70.72,-16.59
default,30.00,-7.00,0.958,-11.387,30.06,-7.00,0.44,70.59,-14.80
default,30.00,-6.00,0.938,-9.577,30.03,-6.00,0.44,70.45,-13.00
default,30.00,-5.00,0.930,-7.726,30.04,-5.00,0.43,70.32,-11.15
default,30.00,-4.00,0.918,-5.866,30.02,-4.00,0.43,70.18,-9.30
default,30.00,-3.00,0.914,-3.978,30.04,-3.00,0.43,70.04,-7.42
default,30.00,-2.00,0.908,-2.085,30.02,-2.00,0.43,69.91,-5.53
default,30.00,-1.00,0.907,-0.177,30.04,-1.00,0.43,69.77,-3.63
default,30.00,0.00,0.906,1.730,30.03,0.00,0.43,69.63,-1.73
default,30.00,1.00,0.908,3.639,30.05,1.00,0.43,69.49,0.17
default,30.00,2.00,0.912,5.543,30.04,2.00,0.43,69.35,2.07
default,30.00,3.00,0.915,7.436,30.07,3.00,0.43,69.20,3.95
default,30.00,4.00,0.923,9.319,30.06,4.00,0.44,69.06,5.83
default,30.00,5.00,0.938,11.195,30.02,5.00,0.44,68.92,7.70
default,30.00,6.00,0.951,13.045,30.01,6.00,0.44,68.77,9.54
default,30.00,7.00,0.959,14.858,30.05,7.00,0.45,68.63,11.35
default,30.00,8.00,0.974,16.654,30.05,8.00,0.45,68.48,13.13
default,30.00,9.00,1.000,18.435,30.02,9.00,0.45,68.34,14.91
default,30.00,10.00,1.017,20.166,30.03,10.00,0.46,68.19,16.63
default,32.00,-10.00,1.120,-15.510,32.03,-10.00,0.48,70.96,-19.13
default,32.00,-9.00,1.093,-13.880,32.00,-9.00,0.47,70.82,-17.50
default,32.00,-8.00,1.082,-12.199,32.02,-8.00,0.47,70.69,-15.83
default,32.00,-7.00,1.065,-10.507,32.00,-7.00,0.47,70.56,-14.15
default,32.00,-6.00,1.060,-8.776,32.03,-6.00,0.46,70.42,-12.42
default,32.00,-5.00,1.050,-7.037,32.03,-5.00,0.46,70.29,-10.69
default,32.00,-4.00,1.048,-5.271,32.06,-4.00,0.46,70.15,-8.94
default,32.00,-3.00,1.036,-3.512,32.00,-3.00,0.46,70.01,-7.18
default,32.00,-2.00,1.035,-1.728,32.05,-2.00,0.46,69.87,-5.41
default,32.00,-1.00,1.033,0.059,32.06,-1.00,0.46,69.73,-3.63
default,32.00,0.00,1.032,1.847,32.04,0.00,0.46,69.60,-1.85
default,32.00,1.00,1.033,3.636,32.07,1.00,0.46,69.45,-0.07
default,32.00,2.00,1.037,5.421,32.06,2.00,0.46,69.31,1.71
default,32.00,3.00,1.045,7.204,32.01,3.00,0.46,69.17,3.49
default,32.00,4.00,1.054,8.975,32.01,4.00,0.46,69.03,5.25
default,32.00,5.00,1.060,10.724,32.05,5.00,0.47,68.89,6.99
default,32.00,6.00,1.071,12.461,32.05,6.00,0.47,68.74,8.72
default,32.00,7.00,1.090,14.188,32.03,7.00,0.47,68.60,10.44
default,32.00,8.00,1.104,15.880,32.04,8.00,0.48,68.45,12.12
default,32.00,9.00,1.126,17.559,32.03,9.00,0.48,68.30,13.80
default,32.00,10.00,1.139,19.193,32.05,10.00,0.49,68.16,15.42
default,34.00,-10.00,1.243,-14.443,34.01,-10.00,0.50,70.93,-18.29
default,34.00,-9.00,1.234,-12.867,34.04,-9.00,0.50,70.79,-16.72
default,34.00,-8.00,1.217,-11.282,34.03,-8.00,0.50,70.66,-15.15
default,34.00,-7.00,1.197,-9.686,34.00,-7.00,0.49,70.53,-13.55
default,34.00,-6.00,1.189,-8.054,34.02,-6.00,0.49,70.39,-11.93
default,34.00,-5.00,1.177,-6.415,34.00,-5.00,0.49,70.25,-10.30
default,34.00,-4.00,1.175,-4.750,34.03,-4.00,0.49,70.12,-8.64
default,34.00,-3.00,1.169,-3.083,34.03,-3.00,0.49,69.98,-6.98
default,34.00,-2.00,1.169,-1.400,34.07,-2.00,0.49,69.84,-5.31
default,34.00,-1.00,1.163,0.274,34.01,-1.00,0.49,69.70,-3.64
default,34.00,0.00,1.165,1.963,34.06,-0.00,0.49,69.56,-1.97
default,34.00,1.00,1.167,3.647,34.01,1.00,0.49,69.42,-0.28
default,34.00,2.00,1.172,5.330,34.00,2.00,0.49,69.28,1.39
default,34.00,3.00,1.178,7.006,34.03,3.00,0.49,69.14,3.06
default,34.00,4.00,1.186,8.673,34.03,4.00,0.49,69.00,4.72
default,34.00,5.00,1.200,10.335,34.00,5.00,0.50,68.86,6.37
default,34.00,6.00,1.212,11.976,34.02,6.00,0.50,68.71,8.00
default,34.00,7.00,1.230,13.607,34.00,7.00,0.50,68.57,9.63
default,34.00,8.00,1.243,15.208,34.03,8.00,0.51,68.42,11.22
default,34.00,9.00,1.263,16.796,34.02,9.00,0.51,68.27,12.80
default,34.00,10.00,1.274,18.345,34.06,10.00,0.51,68.13,14.33
default,36.00,-10.00,1.394,-13.445,36.05,-10.00,0.53,70.90,-17.53
default,36.00,-9.00,1.379,-11.953,36.06,-9.00,0.53,70.76,-16.04
default,36.00,-8.00,1.359,-10.453,36.04,-8.00,0.53,70.63,-14.55
default,36.00,-7.00,1.341,-8.933,36.00,-6.99,0.52,70.49,-13.03
default,36.00,-6.00,1.325,-7.399,36.00,-6.00,0.52,70.36,-11.50
default,36.00,-5.00,1.325,-5.829,36.05,-5.00,0.52,70.22,-9.95
default,36.00,-4.00,1.320,-4.258,36.06,-4.00,0.52,70.09,-8.39
default,36.00,-3.00,1.313,-2.684,36.06,-3.00,0.52,69.95,-6.82
default,36.00,-2.00,1.305,-1.105,36.02,-2.00,0.52,69.81,-5.25
default,36.00,-1.00,1.305,0.485,36.02,-1.00,0.52,69.67,-3.66
default,36.00,0.00,1.305,2.076,36.00,0.00,0.52,69.53,-2.08
default,36.00,1.00,1.309,3.669,36.02,1.00,0.52,69.39,-0.50
default,36.00,2.00,1.314,5.259,36.01,2.00,0.52,69.25,1.09
default,36.00,3.00,1.320,6.842,36.05,3.00,0.52,69.11,2.66
default,36.00,4.00,1.328,8.419,36.05,4.00,0.52,68.97,4.22
default,36.00,5.00,1.341,9.989,36.03,5.00,0.52,68.82,5.79
default,36.00,6.00,1.351,11.542,36.05,6.00,0.53,68.68,7.33
default,36.00,7.00,1.368,13.085,36.04,7.00,0.53,68.53,8.86
default,36.00,8.00,1.391,14.621,36.00,8.00,0.53,68.39,10.40
default,36.00,9.00,1.410,16.128,36.01,9.00,0.54,68.24,11.89
default,36.00,10.00,1.419,17.599,36.06,10.00,0.54,68.10,13.35
default,38.00,-10.00,1.528,-12.569,38.01,-10.00,0.56,70.87,-16.87
default,38.00,-9.00,1.510,-11.150,38.00,-9.00,0.56,70.73,-15.46
default,38.00,-8.00,1.506,-9.698,38.05,-8.00,0.55,70.60,-14.02
default,38.00,-7.00,1.496,-8.241,38.06,-7.00,0.55,70.46,-12.58
default,38.00,-6.00,1.483,-6.779,38.05,-6.00,0.55,70.33,-11.12
default,38.00,-5.00,1.468,-5.311,38.02,-5.00,0.55,70.19,-9.66
default,38.00,-4.00,1.462,-3.820,38.03,-4.00,0.55,70.06,-8.18
default,38.00,-3.00,1.456,-2.327,38.01,-3.00,0.55,69.92,-6.69
default,38.00,-2.00,1.456,-0.820,38.04,-2.00,0.55,69.78,-5.20
default,38.00,-1.00,1.455,0.686,38.04,-1.00,0.55,69.64,-3.70
default,38.00,0.00,1.455,2.193,38.01,0.00,0.55,69.50,-2.20
default,38.00,1.00,1.459,3.702,38.03,1.00,0.55,69.36,-0.70
default,38.00,2.00,1.464,5.209,38.02,2.00,0.55,69.22,0.80
default,38.00,3.00,1.470,6.709,38.06,3.00,0.55,69.08,2.29
default,38.00,4.00,1.478,8.203,38.07,4.00,0.55,68.93,3.77
default,38.00,5.00,1.490,9.692,38.05,5.00,0.55,68.79,5.25
default,38.00,6.00,1.509,11.178,38.00,6.00,0.56,68.65,6.73
default,38.00,7.00,1.525,12.645,38.00,7.00,0.56,68.50,8.19
default,38.00,8.00,1.536,14.088,38.04,8.00,0.56,68.36,9.62
default,38.00,9.00,1.552,15.520,38.06,9.00,0.57,68.21,11.04
default,38.00,10.00,1.575,16.942,38.05,10.00,0.57,68.07,12.45
default,40.00,-10.00,1.689,-11.738,40.03,-10.00,0.59,70.84,-16.27
default,40.00,-9.00,1.667,-10.388,40.01,-9.00,0.58,70.70,-14.93
